azurerm_aadb2c_directory;timeouts;create;xsd:string;optional
azurerm_aadb2c_directory;timeouts;delete;xsd:string;optional
azurerm_aadb2c_directory;timeouts;read;xsd:string;optional
azurerm_aadb2c_directory;timeouts;update;xsd:string;optional
azurerm_active_directory_domain_service;initial_replica_set;domain_controller_ip_addresses;rdf:list;optional
azurerm_active_directory_domain_service;initial_replica_set;external_access_ip_address;xsd:string;optional
azurerm_active_directory_domain_service;initial_replica_set;id;xsd:string;optional
azurerm_active_directory_domain_service;initial_replica_set;location;xsd:string;optional
azurerm_active_directory_domain_service;initial_replica_set;service_status;xsd:string;optional
azurerm_active_directory_domain_service;notifications;additional_recipients;rdf:list;optional
azurerm_active_directory_domain_service;notifications;notify_dc_admins;xsd:boolean;optional
azurerm_active_directory_domain_service;notifications;notify_global_admins;xsd:boolean;optional
azurerm_active_directory_domain_service;secure_ldap;certificate_expiry;xsd:string;optional
azurerm_active_directory_domain_service;secure_ldap;certificate_thumbprint;xsd:string;optional
azurerm_active_directory_domain_service;secure_ldap;external_access_enabled;xsd:boolean;optional
azurerm_active_directory_domain_service;secure_ldap;public_certificate;xsd:string;optional
azurerm_active_directory_domain_service;security;kerberos_armoring_enabled;xsd:boolean;optional
azurerm_active_directory_domain_service;security;kerberos_rc4_encryption_enabled;xsd:boolean;optional
azurerm_active_directory_domain_service;security;ntlm_v1_enabled;xsd:boolean;optional
azurerm_active_directory_domain_service;security;sync_kerberos_passwords;xsd:boolean;optional
azurerm_active_directory_domain_service;security;sync_ntlm_passwords;xsd:boolean;optional
azurerm_active_directory_domain_service;security;sync_on_prem_passwords;xsd:boolean;optional
azurerm_active_directory_domain_service;security;tls_v1_enabled;xsd:boolean;optional
azurerm_active_directory_domain_service;timeouts;create;xsd:string;optional
azurerm_active_directory_domain_service;timeouts;delete;xsd:string;optional
azurerm_active_directory_domain_service;timeouts;read;xsd:string;optional
azurerm_active_directory_domain_service;timeouts;update;xsd:string;optional
azurerm_active_directory_domain_service_replica_set;timeouts;create;xsd:string;optional
azurerm_active_directory_domain_service_replica_set;timeouts;delete;xsd:string;optional
azurerm_active_directory_domain_service_replica_set;timeouts;read;xsd:string;optional
azurerm_active_directory_domain_service_replica_set;timeouts;update;xsd:string;optional
azurerm_active_directory_domain_service_trust;timeouts;create;xsd:string;optional
azurerm_active_directory_domain_service_trust;timeouts;delete;xsd:string;optional
azurerm_active_directory_domain_service_trust;timeouts;read;xsd:string;optional
azurerm_active_directory_domain_service_trust;timeouts;update;xsd:string;optional
azurerm_advanced_threat_protection;timeouts;create;xsd:string;optional
azurerm_advanced_threat_protection;timeouts;delete;xsd:string;optional
azurerm_advanced_threat_protection;timeouts;read;xsd:string;optional
azurerm_advanced_threat_protection;timeouts;update;xsd:string;optional
azurerm_analysis_services_server;timeouts;create;xsd:string;optional
azurerm_analysis_services_server;timeouts;delete;xsd:string;optional
azurerm_analysis_services_server;timeouts;read;xsd:string;optional
azurerm_analysis_services_server;timeouts;update;xsd:string;optional
azurerm_api_connection;timeouts;create;xsd:string;optional
azurerm_api_connection;timeouts;delete;xsd:string;optional
azurerm_api_connection;timeouts;read;xsd:string;optional
azurerm_api_connection;timeouts;update;xsd:string;optional
azurerm_api_management;additional_location;capacity;xsd:float;optional
azurerm_api_management;additional_location;gateway_disabled;xsd:boolean;optional
azurerm_api_management;additional_location;gateway_regional_url;xsd:string;optional
azurerm_api_management;additional_location;private_ip_addresses;rdf:list;optional
azurerm_api_management;additional_location;public_ip_address_id;xsd:string;optional
azurerm_api_management;additional_location;public_ip_addresses;rdf:list;optional
azurerm_api_management;additional_location;zones;rdf:list;optional
azurerm_api_management;certificate;certificate_password;xsd:string;optional
azurerm_api_management;certificate;expiry;xsd:string;optional
azurerm_api_management;certificate;subject;xsd:string;optional
azurerm_api_management;certificate;thumbprint;xsd:string;optional
azurerm_api_management;delegation;subscriptions_enabled;xsd:boolean;optional
azurerm_api_management;delegation;url;xsd:string;optional
azurerm_api_management;delegation;user_registration_enabled;xsd:boolean;optional
azurerm_api_management;delegation;validation_key;xsd:string;optional
azurerm_api_management;identity;identity_ids;rdf:list;optional
azurerm_api_management;identity;principal_id;xsd:string;optional
azurerm_api_management;identity;tenant_id;xsd:string;optional
azurerm_api_management;protocols;enable_http2;xsd:boolean;optional
azurerm_api_management;security;enable_backend_ssl30;xsd:boolean;optional
azurerm_api_management;security;enable_backend_tls10;xsd:boolean;optional
azurerm_api_management;security;enable_backend_tls11;xsd:boolean;optional
azurerm_api_management;security;enable_frontend_ssl30;xsd:boolean;optional
azurerm_api_management;security;enable_frontend_tls10;xsd:boolean;optional
azurerm_api_management;security;enable_frontend_tls11;xsd:boolean;optional
azurerm_api_management;security;tls_ecdhe_ecdsa_with_aes128_cbc_sha_ciphers_enabled;xsd:boolean;optional
azurerm_api_management;security;tls_ecdhe_ecdsa_with_aes256_cbc_sha_ciphers_enabled;xsd:boolean;optional
azurerm_api_management;security;tls_ecdhe_rsa_with_aes128_cbc_sha_ciphers_enabled;xsd:boolean;optional
azurerm_api_management;security;tls_ecdhe_rsa_with_aes256_cbc_sha_ciphers_enabled;xsd:boolean;optional
azurerm_api_management;security;tls_rsa_with_aes128_cbc_sha256_ciphers_enabled;xsd:boolean;optional
azurerm_api_management;security;tls_rsa_with_aes128_cbc_sha_ciphers_enabled;xsd:boolean;optional
azurerm_api_management;security;tls_rsa_with_aes128_gcm_sha256_ciphers_enabled;xsd:boolean;optional
